,Label,Modularity Class,wID,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality
1574865,Убойная_сила_(сезон_1),37,1574865,15.757576,192,192,192,-1506.1329,1844.9865,1574865,4,3,2284.0141514805955
1575591,Убойная_сила_(сезон_2),37,1575591,25.353535,192,192,192,-1353.2072,1425.8322,1575591,9,3,12059.992596996799
1575676,"Манучаров,_Вячеслав_Рафаэльевич",21,1575676,11.919192,0,136,132,-3160.8965,-759.9523,1575676,2,3,9291.0
1576834,Убойная_сила_(сезон_3),37,1576834,21.515152,192,192,192,-1456.8765,1743.2991,1576834,7,3,11896.169056521027
1578381,Убойная_сила_(сезон_4),37,1578381,25.353535,192,192,192,-1619.2405,1464.2949,1578381,9,3,173554.84936790715
1578961,Убойная_сила_(сезон_5),37,1578961,21.515152,192,192,192,-1254.27,1817.5121,1578961,7,3,117984.55246270314
1579719,Убойная_сила_(сезон_6),37,1579719,21.515152,192,192,192,-992.0129,1581.1326,1579719,7,3,31570.77743231781
1581607,"Бирин,_Андрей_Александрович",17,1581607,10.0,0,134,233,-679.2372,-2704.0693,1581607,1,22,0.0
1583069,"Кара-Мурза,_Георгий_Сергеевич",33,1583069,19.595959,0,140,23,-741.52313,1758.5585,1583069,6,21,0.0
1586714,Глиобластома,1,1586714,11.919192,89,153,0,1951.5673,1203.473,1586714,2,6,3099.0
1589423,Большие_противолодочные_корабли_проекта_1155,11,1589423,15.757576,192,192,192,1803.1464,-949.70984,1589423,4,5,2647.8044545912444
1592840,"Клаван,_Рагнар",24,1592840,10.0,0,172,0,612.0264,1183.9994,1592840,1,0,0.0
1593355,"Мур,_Алан",20,1593355,10.0,0,159,234,-2564.6875,-1469.591,1593355,1,29,0.0
1598664,"Плохая_компания_(фильм,_2002)",15,1598664,11.919192,192,192,192,1274.5121,-2003.2977,1598664,2,11,3099.0
1599039,Солнцево_(электродепо),5,1599039,38.78788,192,192,192,3338.8865,-891.5423,1599039,16,30,1366.081436600853
1599878,Религия_в_Казахстане,16,1599878,10.0,98,125,18,2001.0536,-1875.5747,1599878,1,33,0.0
1600857,"Беннетт,_Джимми",15,1600857,13.838384,192,192,192,839.212,-1972.6266,1600857,3,13,3099.0
1605574,Лига_чемпионов_УЕФА_2002/2003,26,1605574,54.141415,253,65,0,-1161.4299,-1820.3872,1605574,24,2,6702.50351263854
1605605,Белла_Свон,36,1605605,17.676767,192,192,192,45.826126,1543.1208,1605605,5,35,0.75
1605759,"Григорян,_Александр_Витальевич",29,1605759,19.595959,0,168,182,1349.202,253.92676,1605759,6,4,90235.09314688251
1606505,Вооружённые_силы_Таджикистана,1,1606505,11.919192,89,153,0,1552.8557,1108.1936,1606505,2,6,3099.0
1607901,"Павловский,_Иван_Григорьевич_(генерал)",14,1607901,13.838384,0,134,82,-2920.4001,-113.546684,1607901,3,7,70200.19678198847
1608489,"Угадай,_кто?",9,1608489,11.919192,150,127,0,2750.4023,119.57569,1608489,2,13,3099.0
1608831,Приключения_Флика,15,1608831,15.757576,192,192,192,897.1051,-1688.0836,1608831,4,11,4074.7778135683457
1609411,Чемпионат_Люксембурга_по_футболу,26,1609411,17.676767,253,65,0,-1199.6016,-868.2649,1609411,5,2,1647.551544918546
1610950,"Сапунов,_Андрей_Борисович",18,1610950,13.838384,132,111,233,-586.15857,3060.741,1610950,3,10,0.0
1610966,"Пучков,_Николай_Георгиевич",29,1610966,15.757576,0,168,182,1931.9373,278.03833,1610966,4,4,759.6867214054325
1611029,Хаддерсфилд_Таун,24,1611029,15.757576,0,172,0,-286.43097,954.4435,1611029,4,0,1755.6893432646227
1611140,"Хусти,_Сабольч",26,1611140,13.838384,253,65,0,-1036.9568,-973.7813,1611140,3,2,3847.3820546946667
1612146,С-8,13,1612146,11.919192,192,192,192,-235.09106,-2065.9487,1612146,2,15,21651.0
1612282,"Вердаско,_Фернандо",30,1612282,17.676767,227,65,208,-1722.2019,726.20105,1612282,5,27,2498.3123622266144
1613714,Людовик_II_(король_Венгрии_и_Чехии),26,1613714,11.919192,253,65,0,-962.60675,-1326.2981,1613714,2,2,3098.9999999999995
1616152,Клубный_футболист_года_по_версии_УЕФА,26,1616152,23.434343,253,65,0,-919.40454,-1305.3308,1616152,8,2,873.2391107562572
1617700,Вверх,17,1617700,13.838384,0,134,233,-1079.482,-2687.923,1617700,3,22,15459.0
1618448,"Пури,_Амриш",2,1618448,10.0,0,127,167,-2517.7732,725.00134,1618448,1,3,0.0
1621301,"Дроздов,_Антон_Викторович",30,1621301,10.0,227,65,208,-2072.1416,303.57523,1621301,1,10,0.0
1622624,"Ниинистё,_Саули",1,1622624,10.0,89,153,0,1740.0317,1123.6296,1622624,1,6,0.0
1628051,Сумерки._Сага._Новолуние,36,1628051,25.353535,192,192,192,81.16045,1715.8799,1628051,9,35,30924.75
1632370,"Гусев,_Павел_Николаевич",14,1632370,11.919192,0,134,82,-2150.6787,-217.7017,1632370,2,15,3099.0
1632996,"Ульянов,_Дмитрий_Борисович",39,1632996,10.0,236,36,133,889.1042,1913.6522,1632996,1,3,0.0
1634109,"Турчак,_Андрей_Анатольевич",18,1634109,19.595959,132,111,233,-636.9134,2033.2594,1634109,6,10,111098.40838385701
1634291,"Юрно,_Файме",0,1634291,10.0,208,105,0,-2349.7773,1213.4128,1634291,1,12,0.0
1634656,"Темпл,_Ширли",9,1634656,10.0,150,127,0,2730.9014,753.59656,1634656,1,13,0.0
1636345,Т-80У,14,1636345,25.353535,0,134,82,-2682.2195,-401.61197,1636345,9,7,24128.431030658045
1638217,Песчанокопское,29,1638217,10.0,0,168,182,1774.4398,391.97827,1638217,1,4,0.0
1639394,"Каманин,_Аркадий_Николаевич",18,1639394,10.0,132,111,233,-695.441,2819.024,1639394,1,10,0.0
1640762,Фрегаты_проекта_054,11,1640762,10.0,192,192,192,1492.4695,-799.4248,1640762,1,5,0.0
1646580,Рассвет_(роман),36,1646580,15.757576,192,192,192,-137.56937,1478.9077,1646580,4,35,0.0
1647101,"Ефимов,_Александр_Николаевич",31,1647101,11.919192,255,0,77,424.41016,-1008.4349,1647101,2,1,3099.0
1650784,Джейкоб_Блэк,36,1650784,17.676767,192,192,192,-12.695618,1691.1284,1650784,5,35,0.75
1651728,Ломоносовский_проспект_(станция_метро),5,1651728,50.303032,192,192,192,3112.907,-1799.6443,1651728,22,30,46.204516094847
1652574,Сассуоло_(футбольный_клуб),24,1652574,19.595959,0,172,0,-178.21593,792.2821,1652574,6,0,5171.521575927073
1652973,"Сперантова,_Валентина_Александровна",39,1652973,15.757576,236,36,133,910.7953,1639.6318,1652973,4,3,4390.825734806154
1659037,Ганц_Кюхельгартен,21,1659037,15.757576,0,136,132,-3409.3003,-718.4907,1659037,4,3,108.48073992292079
1660129,Чёрные_запорожцы,14,1660129,10.0,0,134,82,-2231.5483,231.3961,1660129,1,7,0.0
1660302,Як-201,13,1660302,13.838384,192,192,192,-195.85625,-2021.085,1660302,3,15,3099.0
1669718,"Шатов,_Олег_Александрович",26,1669718,21.515152,253,65,0,-142.11462,-1285.1942,1669718,7,2,6814.315672894469
1669832,Куба_—_любовь_моя,18,1669832,11.919192,132,111,233,-807.11053,3289.1682,1669832,2,10,0.0
1670376,Министр_иностранных_дел_Австрии,3,1670376,15.757576,0,158,94,1688.734,2167.286,1670376,4,25,206.73048034999775
1670547,Библиография_Николая_Гоголя,21,1670547,13.838384,0,136,132,-3325.2085,-626.9104,1670547,3,3,0.0
1670767,"Руденко,_Бэла_Андреевна",18,1670767,10.0,132,111,233,-425.85284,3941.3323,1670767,1,10,0.0
1674066,"Борзова,_Елена_Николаевна",18,1674066,10.0,132,111,233,-141.32726,2755.4375,1674066,1,16,0.0
1674736,Брайтон_энд_Хоув_Альбион,24,1674736,17.676767,0,172,0,744.7859,1162.272,1674736,5,0,42708.91269690002
1675177,"Маккаби_(футбольный_клуб,_Тель-Авив)",25,1675177,17.676767,192,192,192,455.32812,-622.617,1675177,5,2,10427.340011405926
1676083,"Эндрюс,_Томас",20,1676083,29.19192,0,159,234,-3446.2698,-2184.708,1676083,11,29,1027.7294026029099
1677781,"Фабьяньский,_Лукаш",24,1677781,11.919192,0,172,0,216.24432,113.36999,1677781,2,0,619.9345719298451
1678132,"Макеев,_Евгений_Владимирович",26,1678132,10.0,253,65,0,-1823.9022,-1004.9071,1678132,1,2,0.0
1680195,"Лайтоллер,_Чарльз",20,1680195,44.545456,0,159,234,-2633.3977,-2079.0295,1680195,19,29,40.68097090597091
1680533,Финал_Лиги_чемпионов_УЕФА_1999,24,1680533,13.838384,0,172,0,531.18274,1040.3599,1680533,3,0,10477.959205800355
1681014,Кубок_европейских_чемпионов_1990/1991,26,1681014,38.78788,253,65,0,-944.9705,-1972.2852,1681014,16,2,314.33386923971136
1681089,Кубок_европейских_чемпионов_1991/1992,26,1681089,38.78788,253,65,0,-619.34283,-700.1493,1681089,16,2,269.4318352600799
1683916,"Ойеволе,_Адесойе_Ойетунджиевич",29,1683916,10.0,0,168,182,1859.2076,451.6421,1683916,1,4,0.0
1684105,Молде_(футбольный_клуб),26,1684105,34.949493,253,65,0,-1491.8253,-1331.5397,1684105,14,2,6590.6253120524325
1684548,"Лагашкин,_Максим_Вадимович",21,1684548,11.919192,0,136,132,-3338.5793,-564.74945,1684548,2,12,15746.313744381281
1685313,"Сэдлер,_Уильям_(актёр)",15,1685313,11.919192,192,192,192,910.6668,-1773.6492,1685313,2,13,24736.0
1686163,"Рейнхолд,_Джадж",17,1686163,13.838384,0,134,233,-727.51294,-2770.1807,1686163,3,22,0.0
1687180,"Дин,_Миллвина",20,1687180,19.595959,0,159,234,-3392.3638,-1130.7772,1687180,6,29,12008.671390575373
1689752,Ураза,16,1689752,36.868687,98,125,18,2140.5903,-1783.7144,1689752,15,33,19385.418051209115
1689812,"Будунов,_Будун_Хачабекович",25,1689812,11.919192,192,192,192,200.91972,-539.61847,1689812,2,4,0.0
1691095,"Слуцкий,_Леонид_Эдуардович",30,1691095,11.919192,227,65,208,-1482.7858,764.2904,1691095,2,10,189.76440221023216
1693630,Посейдон_(фильм),16,1693630,10.0,98,125,18,2004.1342,-2045.9841,1693630,1,10,0.0
1695983,Эллас_Верона,24,1695983,10.0,0,172,0,448.56793,865.84326,1695983,1,0,0.0
1696015,"Глейзер,_Малкольм",26,1696015,11.919192,253,65,0,-1234.3557,-640.9236,1696015,2,2,339.0522124664416
1697638,"Манчини,_Роберто",24,1697638,25.353535,0,172,0,-274.86774,824.10406,1697638,9,0,17754.786324482375
1698534,"Земан,_Милош",31,1698534,10.0,255,0,77,1119.0795,-1113.837,1698534,1,1,0.0
1700066,Борнмут_(футбольный_клуб),24,1700066,17.676767,0,172,0,629.85657,637.80945,1700066,5,0,5041.639849662325
1700973,Thriller,32,1700973,25.353535,192,192,192,-834.3105,792.3385,1700973,9,38,33983.41666666667
1702085,RU.TV,2,1702085,11.919192,0,127,167,-2838.1562,969.1343,1702085,2,5,3198.6437430785713
1702191,Шрек_навсегда,17,1702191,23.434343,0,134,233,-1085.8386,-3029.1094,1702191,8,22,4358.809948730335
1705625,Комета_(теплоход),39,1705625,11.919192,236,36,133,1055.9192,1457.9047,1705625,2,31,0.0
1706994,"Валенсия,_Антонио",24,1706994,13.838384,0,172,0,548.7447,1065.2716,1706994,3,0,2836.8193730796106
1709056,"Джеко,_Эдин",26,1709056,25.353535,253,65,0,-472.9106,-1545.8354,1709056,9,2,20637.920467462176
1710403,Леванте_(футбольный_клуб),25,1710403,13.838384,192,192,192,-115.25635,-630.11536,1710403,3,2,1473.3914841472301
1711917,Райо_Вальекано,25,1711917,13.838384,192,192,192,256.1402,-819.27795,1711917,3,2,4856.507254705439
1712674,"Ибрагимов,_Ренат_Исламович",18,1712674,13.838384,132,111,233,-1277.0553,3601.7292,1712674,3,10,6552.454661547191
1712919,Фрозиноне_(футбольный_клуб),24,1712919,11.919192,0,172,0,165.34462,350.0695,1712919,2,0,840.0015960658205
1715485,"Погодина,_Ольга_Станиславовна",39,1715485,15.757576,236,36,133,474.1219,1926.0281,1715485,4,3,73051.55022982782
1717625,Университет_монстров,15,1717625,17.676767,192,192,192,1019.2804,-1728.3374,1717625,5,11,6436.5259332652195
1720690,"Гудрем,_Дельта",9,1720690,11.919192,150,127,0,2802.4163,202.40248,1720690,2,13,24736.0
1720998,Рондо_(группа),18,1720998,10.0,132,111,233,221.93805,2438.933,1720998,1,10,0.0
1721483,"Высокосов,_Сергей_Львович",33,1721483,10.0,0,140,23,-1170.4698,1264.8314,1721483,1,21,0.0
1724494,"Ражнатович,_Желько",33,1724494,11.919192,0,140,23,-625.5359,1651.1925,1724494,2,21,3099.0
1724791,"Всё_самое_лучшее_(фильм,_2010)",19,1724791,10.0,192,192,192,2265.6243,-931.9109,1724791,1,17,0.0
1726901,"Могутин,_Ярослав_Юрьевич",33,1726901,11.919192,0,140,23,-729.39655,1526.5173,1726901,2,21,0.0
1727186,Том_Сойер,39,1727186,10.0,236,36,133,347.8966,1682.0691,1727186,1,3,0.0
1727336,Служители_закона,9,1727336,11.919192,150,127,0,2225.8135,469.868,1727336,2,13,3987.9143853710834
1728509,"Гнилова,_Людмила_Владимировна",2,1728509,13.838384,0,127,167,-2962.2869,917.3719,1728509,3,3,22838.245889329308
1728611,Крушение_поезда_«Аврора»_(1988),41,1728611,13.838384,155,95,153,-2447.0808,-2447.9275,1728611,3,8,0.5
1731060,"Барабаш,_Алексей_Игоревич",10,1731060,11.919192,195,78,71,521.31555,-1497.6095,1731060,2,22,9291.0
1731681,"Коуэлл,_Саймон",17,1731681,10.0,0,134,233,-669.8876,-2724.0334,1731681,1,22,0.0
1731823,"Смирнов,_Димитрий_Николаевич",2,1731823,13.838384,0,127,167,-2928.1077,877.8823,1731823,3,5,21753.989960430314
1733397,Список_министров_культуры_России,2,1733397,11.919192,0,127,167,-2671.2532,981.68115,1733397,2,3,9291.0
1733460,Список_рекордов_пилотов_Формулы-1,22,1733460,17.676767,192,192,192,-114.67634,-367.7945,1733460,5,24,0.0
1735512,Renault_16,14,1735512,10.0,0,134,82,-2808.701,-291.08466,1735512,1,15,0.0
1735704,"Алвеш,_Бруну",25,1735704,23.434343,192,192,192,142.23396,-904.81494,1735704,8,2,15489.132957420627
1736999,"Джанаев,_Сослан_Тотразович",29,1736999,10.0,0,168,182,2242.5962,323.06653,1736999,1,4,0.0
1737347,"Мельников,_Виталий_Вячеславович",39,1737347,15.757576,236,36,133,694.34357,1978.3523,1737347,4,26,9293.0
1739164,Трёхгрошовая_опера,30,1739164,10.0,227,65,208,-1837.0409,-3.2749739,1739164,1,10,0.0
1740400,"Кырстя,_Сорана",30,1740400,13.838384,227,65,208,-1311.7778,375.7506,1740400,3,27,0.0
1744022,"АЕК_(футбольный_клуб,_Ларнака)",26,1744022,19.595959,253,65,0,-2250.4504,-1006.3504,1744022,6,2,8.024195312883226
1745057,История_Китайской_Народной_Республики,31,1745057,10.0,255,0,77,1134.4598,-1002.9871,1745057,1,1,0.0
1745989,Кубок_Жоана_Гампера,25,1745989,11.919192,192,192,192,-10.281543,-727.28534,1745989,2,2,3099.0
1748075,"Волович,_Виталий_Михайлович",39,1748075,11.919192,236,36,133,835.2131,1579.6357,1748075,2,3,3099.0
1752121,Лига_чемпионов_УЕФА_2010/2011,26,1752121,63.737373,253,65,0,-1160.7268,-347.51538,1752121,29,2,33739.87239023758
1752857,Багровый_цвет_снегопада,21,1752857,10.0,0,136,132,-3057.5398,-627.70294,1752857,1,3,0.0
1754865,"Фачинелли,_Питер",36,1754865,13.838384,192,192,192,-161.44373,1456.6857,1754865,3,35,37067.0
1757339,"Лосев,_Александр_Николаевич",2,1757339,10.0,0,127,167,-3018.8157,1080.8777,1757339,1,3,0.0
1758445,"Лукьянов,_Сергей_Владимирович",2,1758445,10.0,0,127,167,-2504.553,766.1013,1758445,1,3,0.0
1763113,"Возняцки,_Каролина",30,1763113,27.272728,227,65,208,-1354.7959,172.23167,1763113,10,27,2395.0733109595917
1766249,Андреевский_флаг,10,1766249,17.676767,195,78,71,-240.55255,-1907.8982,1766249,5,9,107272.41504169899
1767379,"Гаудиньш,_Петерис",0,1767379,10.0,208,105,0,-1508.0425,1168.5742,1767379,1,11,0.0
1772828,"Ди_Маттео,_Роберто",24,1772828,11.919192,0,172,0,727.65125,620.21155,1772828,2,0,3099.0
1777449,"Кононов,_Олег_Георгиевич",25,1777449,15.757576,192,192,192,-109.41156,-505.94968,1777449,4,4,9109.963427751913
1778126,"Беляев,_Юрий_Иванович",29,1778126,23.434343,0,168,182,1310.2223,322.4905,1778126,8,4,968.9334053129509
1779459,"Генич,_Константин_Михайлович",29,1779459,11.919192,0,168,182,1681.2395,-109.29763,1779459,2,4,3477.988545394412
1782373,"Хэрринг,_Лаура",9,1782373,10.0,150,127,0,2902.2742,938.9579,1782373,1,13,0.0
1782874,"Гудинг,_Кьюба_(младший)",9,1782874,10.0,150,127,0,2652.432,491.25467,1782874,1,13,0.0
1783269,ВВС_(футбольный_клуб),29,1783269,15.757576,0,168,182,1097.6013,22.237705,1783269,4,4,1775.1107173532841
1787205,Доярка_из_Хацапетовки,1,1787205,11.919192,89,153,0,2416.5925,1397.5612,1787205,2,6,3099.0
1787237,"Федорив,_Владимир_Николаевич",29,1787237,11.919192,0,168,182,1898.7537,-8.844236,1787237,2,4,6196.0
1789127,РД-0410,20,1789127,11.919192,0,159,234,-3089.5295,-1454.6381,1789127,2,1,0.0
1789216,Филипп_II_(митрополит_Московский),12,1789216,11.919192,192,192,192,1205.347,1051.794,1789216,2,34,3099.0
1790441,"Стосур,_Саманта",31,1790441,11.919192,255,0,77,1254.978,-1130.731,1790441,2,27,5629.905916907136
1792136,"Печников,_Геннадий_Михайлович",39,1792136,11.919192,236,36,133,658.65155,1832.5704,1792136,2,3,0.0
1793723,"Никитина,_Екатерина_Анатольевна",9,1793723,10.0,150,127,0,3155.4854,987.9826,1793723,1,13,0.0
1795248,Кот_в_сапогах,16,1795248,13.838384,98,125,18,1997.45,-1583.2067,1795248,3,10,11272.050887041725
1799677,"Халеп,_Симона",31,1799677,13.838384,255,0,77,764.8812,-1440.28,1799677,3,27,11000.297210230236
1800320,"Севастова,_Анастасия",30,1800320,15.757576,227,65,208,-1837.3549,376.99344,1800320,4,27,0.0
1800888,"Индзаги,_Симоне",24,1800888,15.757576,0,172,0,318.8017,987.3931,1800888,4,0,994.5413724484829
1801974,"Уорнер,_Дэвид",20,1801974,13.838384,0,159,234,-3056.0916,-1836.4019,1801974,3,29,73077.020707961
1803833,Когда_наступает_сентябрь,17,1803833,10.0,0,134,233,-1313.343,-2768.8176,1803833,1,22,0.0
1804035,"Лазович,_Данко",24,1804035,15.757576,0,172,0,28.52533,880.3018,1804035,4,4,30094.55656473884
1804999,"Сапета,_Александр_Сергеевич",29,1804999,11.919192,0,168,182,1860.2445,-83.87404,1804999,2,4,11809.017951743494
1806666,Генгам_(футбольный_клуб),24,1806666,11.919192,0,172,0,1039.8577,627.5075,1806666,2,0,275.26824267104644
1807890,Запад-81,14,1807890,11.919192,0,134,82,-2565.2856,-367.08096,1807890,2,7,26619.25673656444
1810036,"Пеллегрини,_Мануэль",24,1810036,21.515152,0,172,0,400.18616,514.8748,1810036,7,0,11456.986950460288
1811503,Иж-2715,14,1811503,15.757576,0,134,82,-2124.529,-105.61921,1811503,4,15,0.0
1812632,"Макдональд,_Келли",39,1812632,10.0,236,36,133,420.57068,1876.0732,1812632,1,16,0.0
1814670,"Голубович,_Михаил_Васильевич",41,1814670,10.0,155,95,153,-2431.8079,-2957.324,1814670,1,10,0.0
1818251,"Бусулис,_Интарс",21,1818251,11.919192,0,136,132,-2999.2676,-391.41302,1818251,2,12,5358.68383061279
1820573,"Кещян,_Ашот_Геворгович",21,1820573,10.0,0,136,132,-3023.188,-316.54584,1820573,1,12,0.0
1820908,"Архипова,_Нина_Николаевна",8,1820908,10.0,163,102,15,2080.0923,-2964.23,1820908,1,10,0.0
1821467,"Рождественская,_Жанна_Германовна",9,1821467,11.919192,150,127,0,3371.1848,164.47311,1821467,2,3,3099.0
1822888,"Караклаич,_Радмила",2,1822888,10.0,0,127,167,-2955.0269,1036.6042,1822888,1,1,0.0
1823674,Люберецкая_организованная_преступная_группировка,29,1823674,10.0,0,168,182,2088.873,-172.09541,1823674,1,4,0.0
1824160,"Рождественская,_Ольга_Сергеевна",9,1824160,15.757576,150,127,0,3052.69,652.1875,1824160,4,3,27839.0
1824924,События_17_июня_1953_года_в_ГДР,31,1824924,11.919192,255,0,77,885.5064,-1242.931,1824924,2,1,0.0
1828668,Орден_«Аль-Фахр»,18,1828668,11.919192,132,111,233,-878.2367,3778.967,1828668,2,10,24.161144330460537
1831634,Исмаил,16,1831634,27.272728,98,125,18,2252.944,-1743.2556,1831634,10,33,7060.733222355635
1832521,"Кожевников,_Алексей_Александрович",2,1832521,15.757576,0,127,167,-2681.0469,707.08887,1832521,4,3,3554.774916966788
1836022,"Чёрная_молния_(фильм,_2009)",21,1836022,10.0,0,136,132,-3063.6904,-661.2376,1836022,1,3,0.0
1842040,Орден_Заслуг_перед_Республикой_Польша,1,1842040,10.0,89,153,0,1681.8113,1052.9528,1842040,1,6,0.0
1842488,"Ципко,_Александр_Сергеевич",27,1842488,10.0,192,192,192,-1035.1731,166.98396,1842488,1,22,0.0
1846638,"Костецкий,_Виктор_Александрович",37,1846638,15.757576,192,192,192,-1532.5607,1600.0948,1846638,4,3,12387.0
1847157,"Демпси,_Клинт",24,1847157,15.757576,0,172,0,784.7528,435.65308,1847157,4,0,15587.130484702353
1849374,"Смит,_Эдвард_Джон",20,1849374,48.38384,0,159,234,-2874.1003,-1190.3811,1849374,21,29,28484.510967630296
1849908,Рагнар_Сигурдссон,29,1849908,17.676767,0,168,182,1551.3782,139.81067,1849908,5,4,3860.804953596218
1851634,"Меняйло,_Сергей_Иванович",7,1851634,17.676767,192,192,192,2346.7212,-329.0102,1851634,5,31,2679.232533199919
1858204,"Оганезов,_Левон_Саркисович",18,1858204,15.757576,132,111,233,-265.7056,2507.411,1858204,4,10,5436.964120026942
1858772,"Браво,_Клаудио",24,1858772,10.0,0,172,0,128.38312,1273.4282,1858772,1,0,0.0
1866849,Келеборн,38,1866849,65.65657,192,192,192,735.8527,-3245.5718,1866849,30,32,117.70327256822029
1869041,PlayStation_Portable_3000,2,1869041,17.676767,0,127,167,-2373.0005,536.0149,1869041,5,5,0.0
1873059,Семья_Джексонов,32,1873059,21.515152,192,192,192,-914.0699,665.64325,1873059,7,38,619.5000000000629
1875389,"Саймс,_Дмитрий",30,1875389,11.919192,227,65,208,-1744.7524,64.82882,1875389,2,27,5134.180015368651
1879419,Звёздный_десант,15,1879419,10.0,192,192,192,755.6651,-1989.1016,1879419,1,13,0.0
1880104,Billie_Jean,32,1880104,13.838384,192,192,192,-754.6532,961.006,1880104,3,38,0.0
1884231,"Яковлев,_Павел_Владимирович",29,1884231,10.0,0,168,182,1627.5822,113.93475,1884231,1,4,0.0
1885742,"Ребров,_Артём_Геннадьевич",29,1885742,23.434343,0,168,182,1059.8679,-297.90884,1885742,8,4,12274.314083097053
1885745,"Данилец,_Владимир_Витальевич",37,1885745,11.919192,192,192,192,-1268.1354,1459.6039,1885745,2,16,0.0
1887791,Сладкая_женщина_(фильм),8,1887791,10.0,163,102,15,1832.5686,-2774.3833,1887791,1,11,0.0
1891780,"Зорер,_Айелет",4,1891780,10.0,192,192,192,-2611.3523,-849.99567,1891780,1,14,0.0
1896350,"Ходжсон,_Рой",24,1896350,13.838384,0,172,0,863.0349,905.22766,1896350,3,0,12813.595119148982
1896390,"Ризер,_Элизабет",36,1896390,10.0,192,192,192,-51.82911,1436.7682,1896390,1,35,0.0
1902534,Родина,30,1902534,10.0,227,65,208,-1167.049,125.069664,1902534,1,18,0.0
1902730,"Мак,_Берни",9,1902730,10.0,150,127,0,2725.69,798.65466,1902730,1,13,0.0
1904753,Унесённые,3,1904753,10.0,0,158,94,1835.9387,2499.1487,1904753,1,16,0.0
1904860,"Брагин,_Ахать_Хафизович",18,1904860,13.838384,132,111,233,-1030.9062,3463.986,1904860,3,10,7907.882097237559
1906507,Гройтер_(футбольный_клуб),25,1906507,10.0,192,192,192,102.160355,-681.15,1906507,1,2,0.0
1910651,"Лиепа,_Илзе_Марисовна",8,1910651,11.919192,163,102,15,2155.4321,-2857.9976,1910651,2,11,3099.0
1914597,Нежность_(песня),23,1914597,15.757576,192,192,192,222.96414,-345.34784,1914597,4,10,37858.09688199709
1916234,"Гармаш,_Денис_Викторович",24,1916234,11.919192,0,172,0,729.09064,783.70996,1916234,2,4,1549.3660454762826
1918118,"Маркин,_Владимир_Николаевич",0,1918118,13.838384,208,105,0,-1637.3584,1217.848,1918118,3,12,12681.60799837382
1921443,Балтийский_путь,10,1921443,15.757576,195,78,71,354.41074,-1386.0986,1921443,4,9,18669.581924595568
1923580,Take_a_Chance_on_Me,1,1923580,10.0,89,153,0,1605.5922,1122.8643,1923580,1,6,0.0
1928207,"Федотов,_Владимир_Валентинович",29,1928207,21.515152,0,168,182,2021.5305,-267.8548,1928207,7,4,45114.22334200923
1929428,Уэска_(футбольный_клуб),25,1929428,15.757576,192,192,192,210.53535,-746.9671,1929428,4,2,3324.8113563253237
1931101,Proof,32,1931101,11.919192,192,192,192,-764.9624,635.6963,1931101,2,38,0.0
1933250,"Ткаченко,_Игорь_Валентинович",14,1933250,10.0,0,134,82,-2814.5984,-318.97946,1933250,1,15,0.0
1934510,Зорро,9,1934510,11.919192,150,127,0,3128.246,171.86002,1934510,2,29,20189.663790606086
1935363,Вальядолид,25,1935363,17.676767,192,192,192,-265.99948,-786.03204,1935363,5,4,22899.600614169623
1937353,Риу_Ави_(футбольный_клуб),24,1937353,10.0,0,172,0,162.24947,374.0538,1937353,1,0,0.0
1937878,Жирона_(футбольный_клуб),25,1937878,15.757576,192,192,192,-97.25251,-581.50433,1937878,4,2,6009.335311575227
1938556,"Авнери,_Ури",14,1938556,11.919192,0,134,82,-2190.127,55.395607,1938556,2,7,6196.0
1942312,СОК_(команда_КВН),21,1942312,11.919192,0,136,132,-3268.484,-132.28934,1942312,2,12,0.0
1942799,Травля,3,1942799,11.919192,0,158,94,1899.609,2473.8848,1942799,2,16,4179.428747377755
1945171,"Руди,_Себастьян",24,1945171,17.676767,0,172,0,-230.54082,1254.4064,1945171,5,0,3117.1394842491536
1945458,"Копли,_Шарлто",17,1945458,10.0,0,134,233,-1218.7855,-2845.625,1945458,1,22,0.0
1945683,"Хедира,_Сами",24,1945683,15.757576,0,172,0,208.86104,479.61942,1945683,4,0,889.2303784596229
1946789,PlayStation_Network,2,1946789,19.595959,0,127,167,-2515.8591,1236.126,1946789,6,5,21651.0
1947222,Белгородско-Харьковская_стратегическая_наступательная_операция_(1943),31,1947222,17.676767,255,0,77,1433.0709,-1259.9854,1947222,5,1,27154.995634472376
1950005,Олимпик_(класс_океанских_лайнеров),20,1950005,25.353535,0,159,234,-3665.3423,-2093.8381,1950005,9,29,3092.7161723706545
1955497,"Заволокин,_Геннадий_Дмитриевич",2,1955497,10.0,0,127,167,-3035.6924,1222.4939,1955497,1,3,0.0
1956876,"Полякова,_Людмила_Петровна",8,1956876,10.0,163,102,15,2265.9558,-2943.4985,1956876,1,11,0.0
1965123,Список_действующих_чемпионов_WWE,28,1965123,11.919192,192,192,192,554.78986,-420.6665,1965123,2,18,6196.0
1965533,Похищение_Джейси_Ли_Дьюгард,2,1965533,10.0,0,127,167,-2688.4746,1134.7805,1965533,1,5,0.0
1969311,"Паньоль,_Марсель",2,1969311,13.838384,0,127,167,-2748.9622,1225.2173,1969311,3,29,11174.265987142424
